,an,sem,nrcrt,nume_disciplina,nume_engl,sapt,CURS,numarore,categdisc,obligativ,orestudindiv,examen,credite,nume_nota,nume_catedra,numes_fac,nume_pachet,facultate,specializare,profil_facultate,nivel,LABORATOR,email,PROIECT,SEMINAR,PRACTICA,PRAC.PROI.,(NEPRECIZ)
747,2,2,31,Mecanica fluidelor I                                                                                                    ,Fluid Mechanics I                                                                                                                                     ,14,2,1,DID  ,DI,33,examen                        ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,dan.opruta@termo.utcluj.ro,,,,,
748,2,2,32,Termotehnica I                                                                                                          ,Thermotechnics I                                                                                                                                      ,14,2,2,DID  ,DI,33,examen                        ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Florin.Bode@termo.utcluj.ro,,,,,
749,2,2,33,Organe de masini I                                                                                                      ,Machine Elements I                                                                                                                                    ,14,2,2,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Claudiu.POPA@omt.utcluj.ro,1,,,,
750,2,2,34,Limbi moderne 4                                                                                                         ,Modern Languages 4                                                                                                                                    ,14,,2,DC   ,DI,22,verificare                    ,2,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,2,,,
751,2,2,35,Practica de domeniu II                                                                                                  ,Practical Work II                                                                                                                                     ,3,,30,DID  ,DI,10,verificare                    ,4,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,,30,,
752,2,2,103,Bazele ingineriei autovehiculelor                                                                                       ,Basic of Automotive Engineering                                                                                                                       ,14,2,2,DID  ,Dfac,44,verificare                    ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
753,2,2,304,Voluntariat 4                                                                                                           ,Volunteering 4                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
754,3,1,36,Organe de masini II                                                                                                     ,Machine Elements II                                                                                                                                   ,14,2,2,DID  ,DI,33,examen                        ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Simion.Haragas@omt.utcluj.ro,0,,,,
755,3,1,37,Organe de masini II (Proiect)                                                                                           ,Machine Elements II (Project)                                                                                                                         ,14,,2,DID  ,DI,22,verificare                    ,2,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,2,,,,
756,3,1,38,Mecanica fluidelor II                                                                                                   ,Fluid Mechanics II                                                                                                                                    ,14,2,1,DID  ,DI,33,examen                        ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,dan.opruta@termo.utcluj.ro,,,,,
757,3,1,39,Mecanisme II                                                                                                            ,Mechanisms II                                                                                                                                         ,14,2,2,DID  ,DI,69,examen                        ,5,Nota      ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,sorin.besoiu@mdm.utcluj.ro,1,,,,
758,3,1,40,Termotehnica II                                                                                                         ,Thermotechnics II                                                                                                                                     ,14,2,1,DID  ,DI,69,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Paula.Unguresan@termo.utcluj.ro,,1,,,
759,3,1,41,Metoda elementului finit                                                                                                ,Finite Element Method                                                                                                                                 ,14,1,2,DF   ,DI,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Mircea.Dudescu@rezi.utcluj.ro,,,,,
760,3,1,42,Actionari hidraulice si pneumatice                                                                                      ,Hydraulic and Pneumatic Systems                                                                                                                       ,14,2,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Lucian.MARCU@termo.utcluj.ro,,,,,
761,3,1,43,Teoria sistemelor si automatizari                                                                                       ,Systems Theory and Automation                                                                                                                         ,14,2,1,DS   ,DI,33,examen                        ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Istvan.Barabas@auto.utcluj.ro,,,,,
762,3,1,44,Management                                                                                                              ,Management                                                                                                                                            ,14,2,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Cristian.COLDEA@auto.utcluj.ro,,1,,,
763,3,1,105,Instruirea asistata de calculator                                                                                       ,Computer Assisted Training                                                                                                                            ,14,1,1,DC   ,Dfac,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
764,3,1,305,Voluntariat 5                                                                                                           ,Volunteering 5                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
765,3,2,45,Tehnologie de fabricatie                                                                                                ,Manufacturing Technologics                                                                                                                            ,14,2,2,DID  ,DI,44,colocviu                      ,4,Nota      ,Ingineria fabricatiei                                                                               ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Cristina.Borzan@tcm.utcluj.ro,,,,,
766,3,2,46,Proiectare asistata de calculator                                                                                       ,Computer Aided Design                                                                                                                                 ,14,2,2,DID  ,DI,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Emilian.Borza@auto.utcluj.ro,,,,,
767,3,2,47.1,Tehnici si echipamente de masura                                                                                        ,Techniques and Equipment for Measuring                                                                                                                ,14,2,1,DS   ,DO,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,,,,,,
768,3,2,47.2,Diagnoza instalatiilor termice                                                                                          ,Diagnosys of Thermal Plants                                                                                                                           ,14,2,2,DS   ,DO,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Lucian.Nascutiu@termo.utcluj.ro,,,,,
769,3,2,48,Transfer de caldura si masa                                                                                             ,Heat and Mass Transfer                                                                                                                                ,14,2,1,DS   ,DI,19,examen                        ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Paula.Unguresan@termo.utcluj.ro,,1,,,
770,3,2,49,Dinamica gazelor                                                                                                        ,Gas Dynamics                                                                                                                                          ,14,3,1,DS   ,DI,44,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Victor.Hodor@termo.utcluj.ro,,,,,
771,3,2,50,Compresoare si ventilatoare                                                                                             ,Compressors and Fans                                                                                                                                  ,14,2,1,DS   ,DI,44,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Angela.Plesa@termo.utcluj.ro,1,,,,
772,3,2,51,Combustie si instalatii de ardere                                                                                       ,Combustion Installations                                                                                                                              ,14,2,2,DS   ,DI,44,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Victor.Hodor@termo.utcluj.ro,1,,,,
773,3,2,52,Practica de specialitate                                                                                                ,Practical Work in the Specialization                                                                                                                  ,3,,30,DS   ,DI,10,verificare                    ,4,A/R       ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,,30,,
774,3,2,110,Servohidraulica                                                                                                         ,Servohydraulics                                                                                                                                       ,14,2,2,DS   ,Dfac,19,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
775,3,2,306,Voluntariat 6                                                                                                           ,Volunteering 6                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
776,4,1,53,Conceptia asistata a echipamentelor termice                                                                             ,Assisted Design of Thermal Equipment Design                                                                                                           ,14,3,1,DS   ,DI,69,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Mircea.Mrenes@termo.utcluj.ro,1,,,,
777,4,1,54,Instalatii frigorifice si pompe de caldura                                                                              ,Cold Plants and Heat Pumps                                                                                                                            ,14,2,1,DS   ,DI,69,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Mugur.Balan@termo.utcluj.ro,1,,,,
778,4,1,55,Utilaje termice I                                                                                                       ,Thermal Equipment I                                                                                                                                   ,14,3,1,DS   ,DI,55,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Angela.Plesa@termo.utcluj.ro,1,1,,,
779,4,1,56.1,Modelarea proceselor termoenergetice                                                                                    ,Modelling of Thermal Energy Processes                                                                                                                 ,14,2,1,DS   ,DO,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Florin.Bode@termo.utcluj.ro,,,,,
780,4,1,56.2,Gestionarea energiei termice                                                                                            ,Thermal Energy Management                                                                                                                             ,14,2,2,DS   ,DO,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Raluca.Felseghi@termo.utcluj.ro,,,,,
781,4,1,57.1,Automatizarea si controlul proceselor termice                                                                           ,Automation and Control of Thermal Processes                                                                                                           ,14,2,2,DS   ,DO,44,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Lucian.Nascutiu@termo.utcluj.ro,,,,,
782,4,1,57.2,Optimizarea proceselor din masinile termice                                                                             ,Optimization of Thermal Machines Processes                                                                                                            ,14,2,2,DS   ,DO,44,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
783,4,1,58.1,Fabricatia asistata de calculator                                                                                       ,Computer Aided Manufacturing                                                                                                                          ,14,2,2,DS   ,DO,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL IV,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Mircea.Mrenes@termo.utcluj.ro,,,,,
784,4,1,58.2,Surse regenerabile de energie                                                                                           ,Renewable Energy Sources                                                                                                                              ,14,2,2,DS   ,DO,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL IV,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
785,4,1,59.1,Controlul arderii si poluarii MAI                                                                                       ,Control of Burning and Pollution in Internal Combustion Engines                                                                                       ,14,3,1,DS   ,DO,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL V,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Iosif.FERENTI@termo.utcluj.ro,,,,,
786,4,1,59.2,Retele termice                                                                                                          ,District Heating Networks                                                                                                                             ,14,3,3,DS   ,DO,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL V,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Mugur.Balan@termo.utcluj.ro,,,,,
787,4,1,307,Voluntariat 7                                                                                                           ,Volunteering 7                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
788,4,2,60,Instalatii de climatizare si ventilare                                                                                  ,Installation of Air Conditioning and Ventilation                                                                                                      ,14,2,2,DS   ,DI,94,examen                        ,6,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Mircea.Mrenes@termo.utcluj.ro,1,,,,
789,4,2,61,Motoare cu ardere interna                                                                                               ,Internal Combustion Engines                                                                                                                           ,14,3,1,DS   ,DI,69,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Nicolae.Vlad.BURNETE@auto.utcluj.ro,,,,,
790,4,2,62,Centrale termice                                                                                                        ,Central Heating                                                                                                                                       ,14,2,1,DS   ,DI,58,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Adrian.Pocola@termo.utcluj.ro,1,,,,
791,4,2,63.1,Sisteme si echipamente de cogenerare a energiei                                                                         ,CHP Systems and Equipment                                                                                                                             ,14,2,1,DS   ,DO,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL VI,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Paula.Unguresan@termo.utcluj.ro,,,,,
792,4,2,63.2,Sisteme de protectie a mediului                                                                                         ,Systems for the Protection of the Environment                                                                                                         ,14,2,1,DS   ,DO,33,colocviu                      ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL VI,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,,,,,,
793,4,2,64.1,Utilaje termice II                                                                                                      ,Thermal Equipment II                                                                                                                                  ,14,2,2,DS   ,DO,58,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL VII,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,1,,,,
794,4,2,64.2,Utilizarea frigului artificial                                                                                          ,Use of Cooling Equipment                                                                                                                              ,14,2,2,DS   ,DO,58,examen                        ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,OPTIONAL VII,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Angela.Plesa@termo.utcluj.ro,1,,,,
795,4,2,65,Elaborarea proiectului de diploma                                                                                       ,Graduation Project                                                                                                                                    ,14,,4,DS   ,DI,44,verificare                    ,4,A/R       ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,4,,,,
796,4,2,66,Practica pentru proiectul de diploma                                                                                    ,Field-Specific Research for the Graduation Project                                                                                                    ,14,,5,DS   ,DI,30,verificare                    ,4,A/R       ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,,,5,
797,4,2,67,Sustinere examen de diploma                                                                                             ,Diploma Exam                                                                                                                                          ,14,,0,     ,DI,0,examen                        ,10,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,,,,0
798,4,2,111,Centrale termice murale                                                                                                 ,Wall-Mounted Thermal Boilers                                                                                                                          ,14,2,2,DS   ,Dfac,44,colocviu                      ,4,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
799,4,2,308,Voluntariat 8                                                                                                           ,Volunteering 8                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice  - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
800,1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,2,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta,,Vasile-Horea.Ile@math.utcluj.ro,,2,,,
801,1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,2,1,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta,1,Violeta.Popescu@chem.utcluj.ro,,,,,
802,1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,2,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta,1,Calin.Prica@stm.utcluj.ro>,,,,,
803,1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,2,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta,2,sanda.bodea@auto.utcluj.ro,,,,,
804,1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,2,1,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta,,Vasile-Horea.Ile@math.utcluj.ro,,1,,,
805,1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,1,1,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Sisteme si Echipamente Termice (la Alba Iulia)- lic                                                 ,Inginerie mecanica -                                                                                ,licenta,2,Iulian.Lupea@mep.utcluj.ro,,,,,
